銀行コード,銀行名（漢字）,銀行名（カタカナ）,支店コード,支店名（漢字）,支店名（カタカナ）
0001,みずほ,ミズホ,899,金沢文庫,カナザワブンコ
0001,みずほ,ミズホ,980,アカシア,アカシア
0001,みずほ,ミズホ,981,ヤナセ,ヤナセ
0001,みずほ,ミズホ,982,十六号,ジユウロクゴウ
0001,みずほ,ミズホ,983,十七号,ジユウナナゴウ
0001,みずほ,ミズホ,984,イブキ,イブキ
0001,みずほ,ミズホ,985,みずほ証券,ミズホシヨウケン
0001,みずほ,ミズホ,986,十八号,ジユウハチゴウ
0001,みずほ,ミズホ,987,十九号,ジユウキユウゴウ
0001,みずほ,ミズホ,988,カゴメ,カゴメ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,001,本店,ホンテン
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,002,丸の内,マルノウチ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,003,瓦町,カワラマチ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,004,船場,センバ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,005,大阪営業部,オオサカ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,006,歌島橋,ウタジマバシ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,007,玉造,タマツクリ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,010,神田駅前,カンダエキマエ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,011,大東,ダイトウ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,012,伊勢,イセ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,013,神保町,ジンボウチヨウ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,014,市ヶ谷,イチガヤ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,015,麹町中央,コウジマチチユウオウ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,016,鶴橋,ツルハシ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,017,生野,イクノ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,018,鴻池新田,コウノイケシンデン
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,019,谷町,タニマチ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,020,日本橋,ニホンバシ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,021,寺田町,テラダチヨウ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,022,八重洲通,ヤエスドオリ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,023,京橋,キヨウバシ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,024,銀座通,ギンザドオリ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,025,築地,ツキヂ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,026,枚岡,ヒラオカ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,027,大伝馬町,オオデンマチヨウ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,028,淡路,アワジ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,029,森小路,モリシヨウジ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,030,都島,ミヤコジマ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,031,心斎橋,シンサイバシ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,032,上町,ウエマチ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,033,大阪恵美須,オオサカエビス
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,034,日本一,ニツポンイチ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,035,難波,ナンバ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,036,信濃橋,シナノバシ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,037,天神橋,テンジンバシ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,038,瑞江,ミズエ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,039,天六,テンロク
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,040,梅田新道,ウメダシンミチ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,041,虎ノ門,トラノモン
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,042,清水,シミズ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,043,田町,タマチ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,044,梅田,ウメダ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,045,六本木,ロツポンギ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,046,上本町,ウエホンマチ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,047,広尾,ヒロオ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,048,針中野,ハリナカノ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,049,萩ノ茶屋,ハギノチヤヤ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,050,新宿通,シンジユクドオリ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,051,四谷,ヨツヤ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,052,神楽坂,カグラザカ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,053,高田馬場,タカタノババ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,054,九条,クジヨウ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,055,新宿西,シンジユクニシ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,056,あびこ,アビコ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,057,築港,チツコウ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,058,堂島,ドウジマ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,059,野田,ノダ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,060,江戸川橋,エドガワバシ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,061,駒込,コマゴメ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,062,春日町,カスガチヨウ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,063,千駄木,センダギ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,064,赤坂見附,アカサカミツケ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,065,上野中央,ウエノチユウオウ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,066,城東,ジヨウトウ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,067,大阪駅前,オオサカエキマエ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,068,十三,ジユウソウ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,069,浅草橋,アサクサバシ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,070,今里,イマザト
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,071,玉出,タマデ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,072,阿倍野橋,アベノバシ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,073,放出,ハナテン
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,074,江坂,エサカ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,075,新百合ヶ丘,シンユリガオカ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,076,平野南口,ヒラノミナミグチ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,077,大阪ポートタウン,オオサカポ－トタウン
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,078,上新庄,カミシンジヨウ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,079,武蔵小杉駅前,ムサシコスギエキマエ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,080,本所中央,ホンジヨチユウオウ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,081,押上,オシアゲ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,082,錦糸町,キンシチヨウ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,083,新大阪駅前,シンオオサカエキマエ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,084,青山通,アオヤマドオリ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,085,亀戸北口,カメイドキタグチ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,086,深川,フカガワ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,087,茨木西,イバラキニシ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,088,寝屋川,ネヤガワ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,089,青葉台駅前,アオバダイエキマエ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,091,経堂,キヨウドウ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,092,中之島,ナカノシマ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,095,平針,ヒラバリ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,097,土古,ドンコ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,098,汁谷出張所,シルタニ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,099,東京都庁第二本庁舎出張所,トウキヨウトチヨウ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,100,大阪公務部,オオサカコウムブ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,102,東京為替集中,トウキヨウカワセシユウチユウ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,103,千代田,チヨダ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,104,目黒駅前,メグロエキマエ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,105,小山,コヤマ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,108,大阪為替集中,オオサカカワセシユウチユウ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,109,御堂筋,ミドウスジ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,110,自由が丘駅前,ジユウガオカエキマエ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,111,都立大学駅前,トリツダイガクエキマエ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,112,宇治大久保,ウジオオクボ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,114,尾西,ビサイ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,115,大森,オオモリ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,116,池上,イケガミ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,117,蒲田,カマタ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,118,羽田,ハネダ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,119,長原,ナガハラ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,121,南浦和,ミナミウラワ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,123,横浜中山,ヨコハマナカヤマ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,124,東戸塚,ヒガシトツカ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,125,練馬平和台,ネリマヘイワダイ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,126,昭島,アキシマ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,127,下北沢,シモキタザワ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,128,久我山駅前,クガヤマエキマエ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,129,田園調布駅前,デンエンチヨウフエキマエ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,130,世田谷,セタガヤ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,131,玉川,タマガワ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,132,成城,セイジヨウ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,133,表参道,オモテサンドウ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,134,橿原,カシハラ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,135,渋谷,シブヤ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,136,恵比寿,エビス
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,137,代々木上原,ヨヨギウエハラ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,138,笹塚,ササヅカ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,140,学芸大学駅前,ガクダイマエ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,142,大泉学園,オオイズミガクエン
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,143,四貫島,シカンジマ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,144,関西中央,カンサイチユウオウ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,145,阪急梅田北,ハンキユウウメダキタ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,146,あかね,アカネ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,147,新東京,シントウキヨウ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,148,竹橋,タケバシ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,149,仙川,センガワ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,150,名古屋営業部,ナゴヤ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,151,中野,ナカノ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,152,東中野,ヒガシナカノ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,153,野方,ノガタ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,154,白金,シロカネ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,155,高円寺,コウエンジ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,156,阿佐ヶ谷,アサガヤ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,157,荻窪,オギクボ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,158,西荻窪駅前,ニシオギクボエキマエ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,160,上北沢,カミキタザワ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,161,橋本,ハシモト
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,162,浜田山出張所,ハマダヤマ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,166,千住,センジユ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,167,成瀬,ナルセ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,168,田無,タナシ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,169,塚本,ツカモト
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,170,西池袋,ニシイケブクロ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,171,大塚,オオツカ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,172,東長崎,ヒガシナガサキ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,173,池袋東口,イケブクロヒガシグチ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,174,目白駅前,メジロエキマエ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,175,王子,オウジ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,176,滝野川,タキノガワ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,177,赤羽駅前,アカバネエキマエ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,178,赤羽,アカバネ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,180,日暮里,ニツポリ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,181,振込第三,フリコミダイサン
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,182,振込第四,フリコミダイヨン
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,183,帝京大病院出張所,テイキヨウダイビヨウイン
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,185,新板橋,シンイタバシ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,186,志村,シムラ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,187,大山,オオヤマ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,188,下赤塚,シモアカツカ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,189,東海公務部,トウカイコウムブ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,190,江古田,エコダ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,191,愛知県庁出張所,アイチケンチヨウ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,192,名古屋市役所出張所,ナゴヤシヤクシヨ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,193,駒沢大学駅前,コマザワダイガクエキマエ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,194,相模大野駅前,サガミオオノエキマエ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,195,千住中央,センジユチユウオウ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,196,振込集中錦,フリコミシユウチユウニシキ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,197,こはる,コハル
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,201,東大阪,ヒガシオオサカ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,202,堺,サカイ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,203,大津町,オオツマチ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,204,中央市場,チユウオウイチバ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,205,堺東,サカイヒガシ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,206,小岩,コイワ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,207,八尾,ヤオ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,208,東,ヒガシ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,209,松原,マツバラ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,210,和泉,イズミ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,211,藤井寺,フジイデラ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,212,勝川,カチガワ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,213,春日井,カスガイ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,214,瀬戸,セト
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,215,新横浜,シンヨコハマ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,216,黒川,クロカワ
0005,三菱ＵＦＪ,ミツビシユ－エフジエイ,217,上飯田,カミイイダ
